Timestamp,CO2,Temperature,Humidity
2024-06-17T21:39:56,1581,20.29,56.1
2024-06-17T21:39:59,1581,20.32,56.2
2024-06-17T21:40:05,1581,20.34,56.27
2024-06-17T21:40:08,1581,20.38,56.25
2024-06-17T21:40:14,1581,20.36,56.27
2024-06-17T21:40:20,1582,20.36,56.32
2024-06-17T21:40:23,1583,20.37,56.36
2024-06-17T21:40:29,1583,20.38,56.41
2024-06-17T21:40:32,1583,20.37,56.49
2024-06-17T21:40:38,1584,20.36,56.57
2024-06-17T21:40:44,1584,20.32,56.61
2024-06-17T21:40:47,1587,20.32,56.63
2024-06-17T21:40:53,1586,20.33,56.66
2024-06-17T21:40:59,1586,20.34,56.67
2024-06-17T21:41:02,1587,20.32,56.67
2024-06-17T21:41:08,1587,20.33,56.64
2024-06-17T21:41:11,1588,20.32,56.6
2024-06-17T21:41:17,1588,20.29,56.51
2024-06-17T21:41:23,1588,20.27,56.52
2024-06-17T21:41:26,1588,20.28,56.52
2024-06-17T21:41:32,1587,20.29,56.49
2024-06-17T21:41:38,1588,20.28,56.41
2024-06-17T21:41:41,1589,20.28,56.4
2024-06-17T21:41:47,1590,20.29,56.3
2024-06-17T21:41:50,1590,20.31,56.23
2024-06-17T21:41:56,1590,20.32,56.24
2024-06-17T21:42:02,1591,20.33,56.21
2024-06-17T21:42:05,1591,20.32,56.16
2024-06-17T21:42:11,1590,20.32,56.17
2024-06-17T21:42:17,1589,20.3,56.14
2024-06-17T21:42:20,1588,20.3,56.08
2024-06-17T21:42:26,1586,20.29,56.09
2024-06-17T21:42:29,1586,20.29,55.98
2024-06-17T21:42:35,1585,20.28,56
2024-06-17T21:42:41,1584,20.28,55.95
2024-06-17T21:42:44,1584,20.26,55.99
2024-06-17T21:42:50,1583,20.26,55.91
2024-06-17T21:42:53,1582,20.25,55.99
2024-06-17T21:42:59,1582,20.26,55.95
2024-06-17T21:43:05,1581,20.21,55.93
2024-06-17T21:43:08,1579,20.25,55.94
2024-06-17T21:43:14,1576,20.23,55.89
2024-06-17T21:43:20,1575,20.19,55.91
2024-06-17T21:43:23,1575,20.21,55.86
2024-06-17T21:43:29,1575,20.2,55.87
2024-06-17T21:43:32,1574,20.2,55.81
2024-06-17T21:43:38,1574,20.19,55.82
2024-06-17T21:43:44,1574,20.2,55.84
2024-06-17T21:43:47,1574,20.21,55.77
2024-06-17T21:43:53,1574,20.2,55.8
2024-06-17T21:43:59,1573,20.22,55.76
2024-06-17T21:44:02,1572,20.21,55.75
2024-06-17T21:44:08,1572,20.22,55.79
2024-06-17T21:44:11,1572,20.22,55.75
2024-06-17T21:44:17,1572,20.18,55.7
2024-06-17T21:44:23,1572,20.17,55.73
2024-06-17T21:44:26,1572,20.13,55.73
2024-06-17T21:44:32,1571,20.09,55.81
2024-06-17T21:44:35,1571,20.1,55.82
2024-06-17T21:44:41,1571,20.09,55.79
2024-06-17T21:44:47,1572,20.12,55.74
2024-06-17T21:44:50,1571,20.12,55.74
2024-06-17T21:44:56,1571,20.12,55.78
2024-06-17T21:45:02,1572,20.13,55.69
2024-06-17T21:45:05,1571,20.16,55.63
2024-06-17T21:45:11,1572,20.16,55.63
2024-06-17T21:45:14,1572,20.15,55.61
2024-06-17T21:45:20,1572,20.13,55.68
2024-06-17T21:45:26,1572,20.14,55.67
2024-06-17T21:45:29,1571,20.13,55.6
2024-06-17T21:45:35,1572,20.14,55.59
2024-06-17T21:45:41,1571,20.15,55.65
2024-06-17T21:45:44,1572,20.17,55.6
2024-06-17T21:45:50,1572,20.14,55.56
2024-06-17T21:45:53,1572,20.13,55.56
2024-06-17T21:45:59,1573,20.17,55.56
2024-06-17T21:46:05,1573,20.16,55.5
2024-06-17T21:46:08,1574,20.18,55.48
2024-06-17T21:46:14,1574,20.16,55.46
2024-06-17T21:46:17,1574,20.14,55.49
2024-06-17T21:46:23,1574,20.13,55.47
2024-06-17T21:46:29,1574,20.09,55.49
2024-06-17T21:46:32,1575,20.09,55.51
2024-06-17T21:46:38,1575,20.1,55.5
2024-06-17T21:46:44,1574,20.05,55.44
2024-06-17T21:46:47,1575,20.08,55.46
2024-06-17T21:46:53,1575,20.07,55.47
2024-06-17T21:46:56,1575,20.06,55.47
2024-06-17T21:47:02,1575,20.06,55.53
2024-06-17T21:47:08,1576,20.06,55.54
2024-06-17T21:47:11,1577,20.09,55.51
2024-06-17T21:47:17,1578,20.06,55.5
2024-06-17T21:47:23,1580,20.02,55.5
2024-06-17T21:47:26,1581,20.03,55.54
2024-06-17T21:47:32,1582,20.04,55.51
2024-06-17T21:47:35,1583,20.07,55.49
2024-06-17T21:47:41,1587,20.08,55.47
2024-06-17T21:47:47,1587,20.05,55.47
2024-06-17T21:47:50,1590,20.07,55.45
2024-06-17T21:47:56,1592,20.09,55.47
2024-06-17T21:48:02,1593,20.1,55.41
2024-06-17T21:48:05,1594,20.11,55.44
2024-06-17T21:48:11,1594,20.13,55.43
2024-06-17T21:48:14,1595,20.11,55.45
2024-06-17T21:48:20,1595,20.1,55.48
2024-06-17T21:48:26,1595,20.11,55.51
2024-06-17T21:48:29,1596,20.09,55.53
2024-06-17T21:48:35,1597,20.09,55.56
2024-06-17T21:48:38,1598,20.09,55.64
2024-06-17T21:48:44,1600,20.08,55.68
2024-06-17T21:48:50,1600,20.06,55.74
2024-06-17T21:48:53,1602,20.04,55.82
2024-06-17T21:48:59,1603,20.03,55.92
2024-06-17T21:49:05,1604,20.07,55.94
2024-06-17T21:49:08,1604,20.1,55.99
2024-06-17T21:49:14,1605,20.07,56.01
2024-06-17T21:49:17,1606,20.08,56
2024-06-17T21:49:23,1606,20.09,56.04
2024-06-17T21:49:29,1606,20.09,56.09
2024-06-17T21:49:32,1606,20.11,56.1
2024-06-17T21:49:38,1606,20.1,56.1
2024-06-17T21:49:44,1607,20.07,56.1
2024-06-17T21:49:47,1608,20.07,56.15
2024-06-17T21:49:53,1610,20.07,56.11
2024-06-17T21:49:56,1610,20.05,56.09
2024-06-17T21:50:02,1611,20.08,56.12
2024-06-17T21:50:08,1610,20.05,56.08
2024-06-17T21:50:11,1611,20.04,56.07
2024-06-17T21:50:17,1611,20.03,56.02
2024-06-17T21:50:20,1612,20.06,56.01
2024-06-17T21:50:26,1612,20.04,56.02
2024-06-17T21:50:32,1611,20.03,55.99
2024-06-17T21:50:35,1612,20.02,55.91
2024-06-17T21:50:41,1612,20.01,55.92
2024-06-17T21:50:47,1612,20.04,55.87
2024-06-17T21:50:50,1612,20.04,55.83
2024-06-17T21:50:56,1614,20.07,55.83
2024-06-17T21:50:59,1615,20.05,55.82
2024-06-17T21:51:05,1615,20.05,55.73
2024-06-17T21:51:11,1615,20.03,55.74
2024-06-17T21:51:14,1616,20,55.69
2024-06-17T21:51:20,1616,20.03,55.69
2024-06-17T21:51:26,1616,20.03,55.69
2024-06-17T21:51:29,1617,20.06,55.64
2024-06-17T21:51:35,1617,20.08,55.65
2024-06-17T21:51:38,1617,20.05,55.56
2024-06-17T21:51:44,1617,20.04,55.57
2024-06-17T21:51:50,1617,20.02,55.61
2024-06-17T21:51:53,1617,20.03,55.55
2024-06-17T21:51:59,1617,20.02,55.53
2024-06-17T21:52:02,1617,20.03,55.51
2024-06-17T21:52:08,1616,20.04,55.52
2024-06-17T21:52:14,1615,20.03,55.49
2024-06-17T21:52:17,1615,20,55.49
2024-06-17T21:52:23,1615,20,55.49
2024-06-17T21:52:29,1615,20.01,55.54
2024-06-17T21:52:32,1616,20.01,55.49
2024-06-17T21:52:38,1616,19.98,55.45
2024-06-17T21:52:41,1616,19.97,55.43
2024-06-17T21:52:47,1616,19.99,55.46
2024-06-17T21:52:53,1616,19.96,55.42
2024-06-17T21:52:56,1617,19.97,55.32
2024-06-17T21:53:02,1616,19.99,55.31
2024-06-17T21:53:08,1617,20.02,55.25
2024-06-17T21:53:11,1616,20.02,55.27
2024-06-17T21:53:17,1617,20.04,55.26
2024-06-17T21:53:20,1617,20.04,55.25
2024-06-17T21:53:26,1618,20,55.23
2024-06-17T21:53:32,1618,20.02,55.22
2024-06-17T21:53:35,1618,20.03,55.24
2024-06-17T21:53:41,1618,20.03,55.2
2024-06-17T21:53:47,1617,20.02,55.18
2024-06-17T21:53:50,1618,20.01,55.18
2024-06-17T21:53:56,1618,20.03,55.12
2024-06-17T21:53:59,1618,20.03,55.09
2024-06-17T21:54:05,1618,19.99,55.12
2024-06-17T21:54:11,1618,19.99,55.18
2024-06-17T21:54:14,1618,19.95,55.11
2024-06-17T21:54:20,1618,19.99,55.11
2024-06-17T21:54:23,1618,19.99,55.15
2024-06-17T21:54:29,1618,19.96,55.14
2024-06-17T21:54:35,1618,19.96,55.12
2024-06-17T21:54:38,1618,19.94,55.15
2024-06-17T21:54:44,1618,19.97,55.11
2024-06-17T21:54:50,1618,19.95,55.1
2024-06-17T21:54:53,1619,19.95,55.06
2024-06-17T21:54:59,1619,19.93,55.08
2024-06-17T21:55:02,1619,19.95,55.12
2024-06-17T21:55:08,1619,19.93,55.11
2024-06-17T21:55:14,1620,19.95,55.08
2024-06-17T21:55:17,1620,19.96,55.02
2024-06-17T21:55:23,1621,19.95,55.07
2024-06-17T21:55:29,1621,19.98,55
2024-06-17T21:55:32,1621,19.97,54.96
2024-06-17T21:55:38,1621,19.99,54.89
2024-06-17T21:55:41,1621,19.95,54.95
2024-06-17T21:55:47,1623,19.97,54.93
2024-06-17T21:55:53,1622,19.97,54.93
2024-06-17T21:55:56,1623,19.95,54.97
2024-06-17T21:56:02,1623,19.93,54.94
2024-06-17T21:56:05,1624,19.96,54.98
2024-06-17T21:56:11,1624,19.99,54.96
2024-06-17T21:56:17,1624,19.96,54.94
2024-06-17T21:56:20,1625,19.97,54.9
